atc_code	atc_name	snomed_code	snomed_label	ddd	uom	adm_r	note
M01AH06	lumiracoxib	424967004	Lumiracoxib (substance)	0.1	g	O	NA
M01AX01	nabumetone	386859000	Nabumetone (substance)	1	g	O	NA
M01AX04	azapropazone	391798003	Azapropazone (substance)	0.75	g	O	NA
M01AX05	glucosamine	70237008	Glucosamine (substance)	1.5	g	O	Refers to glucosamine sulfate
M01AX07	benzydamine	421319000	Benzydamine (substance)	0.15	g	O	NA
M01AX07	benzydamine	421319000	Benzydamine (substance)	0.15	g	R	NA
M01AX17	nimesulide	703479000	Nimesulide (substance)	0.2	g	O	NA
M01CB01	sodium aurothiomalate	387380005	Sodium aurothiomalate (substance)	2.4	mg	P	NA
M01CB02	sodium aurotiosulfate	85494006	Sodium aurotiosulfate (substance)	14	mg	P	NA
M01CB03	auranofin	387100001	Auranofin (substance)	6	mg	O	NA
M01CB04	aurothioglucose	21880003	Aurothioglucose (substance)	2.4	mg	P	NA
M01CC01	penicillamine	387235007	Penicillamine (substance)	0.5	g	O	NA
M03BA02	carisoprodol	387133006	Carisoprodol (substance)	1.4	g	O	NA
M03BA03	methocarbamol	387486000	Methocarbamol (substance)	3	g	O	NA
M03BA03	methocarbamol	387486000	Methocarbamol (substance)	3	g	P	NA
M03BA04	styramate	16125005	Styramate (substance)	0.5	g	O	NA
M03BB02	chlormezanone	387400008	Chlormezanone (substance)	0.6	g	O	NA
M03BB03	chlorzoxazone	44908000	Chlorzoxazone (substance)	1.5	g	O	NA
M03BC01	orphenadrine (citrate)	387167001	Orphenadrine citrate (substance)	0.12	g	O	NA
M03BC01	orphenadrine (citrate)	387167001	Orphenadrine citrate (substance)	0.12	g	P	NA
M03BX01	baclofen	387342009	Baclofen (substance)	50	mg	O	NA
M03BX01	baclofen	387342009	Baclofen (substance)	0.55	mg	P	NA
M03BX02	tizanidine	373440006	Tizanidine (substance)	12	mg	O	NA
M03BX03	pridinol	703591006	Pyritinol (substance)	6	mg	O	NA
M03BX04	tolperisone	703717006	Tolperisone (substance)	0.2	g	O	NA
M03BX30	fenyramidol	83872005	Phenyramidol (substance)	2	g	O	NA
M03CA01	dantrolene	372819007	Dantrolene (substance)	0.1	g	O	NA
M04AA01	allopurinol	387135004	Allopurinol (substance)	0.4	g	O	NA
M04AA01	allopurinol	387135004	Allopurinol (substance)	0.4	g	P	NA
M04AA03	febuxostat	441743008	Febuxostat (substance)	80	mg	O	NA
M04AB01	probenecid	387365004	Probenecid (substance)	1	g	O	NA
M04AB02	sulfinpyrazone	387108008	Sulfinpyrazone (substance)	0.3	g	O	NA
M04AB03	benzbromarone	698025001	Benzbromarone (substance)	0.1	g	O	NA
M04AB05	lesinurad	715259003	Lesinurad (substance)	0.2	g	O	NA
M04AC01	colchicine	387413002	Colchicine (substance)	1	mg	O	NA
M04AC01	colchicine	387413002	Colchicine (substance)	1	mg	P	NA
M04AC02	cinchophen	61709008	Cinchophen (substance)	1	g	O	NA
M04AX02	pegloticase	449280003	Pegloticase (substance)	0.57	mg	P	NA
M05BA01	etidronic acid	420702005	Etidronic acid (substance)	0.4	g	O	NA
M05BA01	etidronic acid	420702005	Etidronic acid (substance)	1.5	g	P	course dose
M05BA02	clodronic acid	387579006	Clodronic acid (substance)	1.6	g	O	NA
M05BA02	clodronic acid	387579006	Clodronic acid (substance)	1.5	g	P	course dose
M05BA03	pamidronic acid	420442001	Pamidronic acid (substance)	60	mg	P	course dose
M05BA04	alendronic acid	391730008	Alendronic acid (substance)	10	mg	O	NA
M05BA05	tiludronic acid	395905009	Tiludronic acid (substance)	0.4	g	O	NA
M05BA06	ibandronic acid	420936009	Ibandronic acid (substance)	5	mg	O	NA
M05BA06	ibandronic acid	420936009	Ibandronic acid (substance)	6	mg	P	course dose
M05BA07	risedronic acid	768539002	Risedronic acid (substance)	5	mg	O	NA
M05BA08	zoledronic acid	395926009	Zoledronic acid (substance)	4	mg	P	NA
M05BX03	strontium ranelate	432727001	Strontium ranelate (substance)	2	g	O	NA
M05BX04	denosumab	446321003	Denosumab (substance)	0.33	mg	P	NA
M09AA01	hydroquinine	765387007	Hydroquinidine (substance)	0.2	g	O	NA
M09AB02	collagenase clostridium histolyticum	56355009	Clostridium histolyticum collagenase (substance)	0.9	mg	P	NA
M09AX01	hyaluronic acid	38218009	Hyaluronic acid (substance)	3.6	mg	P	intraarticular
M09AX03	ataluren	718843009	Ataluren (substance)	2.8	g	O	NA
M09AX07	nusinersen	723985005	Nusinersen (substance)	0.1	mg	P	NA
N02AA01	morphine	373529000	Morphine (substance)	0.1	g	O	NA
N02AA01	morphine	373529000	Morphine (substance)	30	mg	P	NA
N02AA01	morphine	373529000	Morphine (substance)	30	mg	R	NA
N02AA03	hydromorphone	44508008	Hydromorphone (substance)	20	mg	O	NA
N02AA03	hydromorphone	44508008	Hydromorphone (substance)	4	mg	P	NA
N02AA03	hydromorphone	44508008	Hydromorphone (substance)	4	mg	R	NA
N02AA04	nicomorphine	96181009	Nicomorphine (substance)	30	mg	O	NA
N02AA04	nicomorphine	96181009	Nicomorphine (substance)	30	mg	P	NA
N02AA04	nicomorphine	96181009	Nicomorphine (substance)	30	mg	R	NA
N02AA05	oxycodone	55452001	Oxycodone (substance)	75	mg	O	NA
N02AA05	oxycodone	55452001	Oxycodone (substance)	30	mg	P	NA
N02AA08	dihydrocodeine	387322000	Dihydrocodeine (substance)	0.15	g	O	NA
N02AB01	ketobemidone	96190002	Ketobemidone (substance)	50	mg	O	NA
N02AB01	ketobemidone	96190002	Ketobemidone (substance)	50	mg	P	NA
N02AB02	pethidine	387298007	Pethidine (substance)	0.4	g	O	NA
N02AB02	pethidine	387298007	Pethidine (substance)	0.4	g	P	NA
N02AB02	pethidine	387298007	Pethidine (substance)	0.4	g	R	NA
N02AB03	fentanyl	373492002	Fentanyl (substance)	0.6	mg	N	NA
N02AB03	fentanyl	373492002	Fentanyl (substance)	0.6	mg	SL	NA
N02AB03	fentanyl	373492002	Fentanyl (substance)	1.2	mg	TD	NA
N02AC01	dextromoramide	387561007	Dextromoramide (substance)	20	mg	O	NA
N02AC01	dextromoramide	387561007	Dextromoramide (substance)	20	mg	P	NA
N02AC01	dextromoramide	387561007	Dextromoramide (substance)	40	mg	R	NA
N02AC03	piritramide	707837002	Piritramide (substance)	45	mg	P	NA
N02AC04	dextropropoxyphene	387042001	Dextropropoxyphene (substance)	0.2	g	O	chloride
N02AC04	dextropropoxyphene	387042001	Dextropropoxyphene (substance)	0.3	g	O	napsylate
N02AD01	pentazocine	387213004	Pentazocine (substance)	0.2	g	O	NA
N02AD01	pentazocine	387213004	Pentazocine (substance)	0.2	g	P	NA
N02AD02	phenazocine	387326002	Phenazocine (substance)	3	mg	P	NA
N02AE01	buprenorphine	387173000	Buprenorphine (substance)	1.2	mg	P	NA
N02AE01	buprenorphine	387173000	Buprenorphine (substance)	1.2	mg	SL	NA
N02AE01	buprenorphine	387173000	Buprenorphine (substance)	1.2	mg	TD	NA
N02AF01	butorphanol	373467000	Butorphanol (substance)	12	mg	P	NA
N02AF02	nalbuphine	373539006	Nalbuphine (substance)	80	mg	P	NA
N02AX01	tilidine	373562008	Tilidine (substance)	0.2	g	O	NA
N02AX01	tilidine	373562008	Tilidine (substance)	0.2	g	P	NA
N02AX02	tramadol	386858008	Tramadol (substance)	0.3	g	O	NA
N02AX02	tramadol	386858008	Tramadol (substance)	0.3	g	P	NA
N02AX02	tramadol	386858008	Tramadol (substance)	0.3	g	R	NA
N02AX05	meptazinol	395783008	Meptazinol (substance)	1.2	g	O	NA
N02AX05	meptazinol	395783008	Meptazinol (substance)	1.2	g	P	NA
N02AX06	tapentadol	441757005	Tapentadol (substance)	0.4	g	O	NA
N02BA01	acetylsalicylic acid	387458008	Aspirin (substance)	3	g	O	NA
N02BA01	acetylsalicylic acid	387458008	Aspirin (substance)	1	g	P	Expressed as lysine acetylsalisylate
N02BA01	acetylsalicylic acid	387458008	Aspirin (substance)	3	g	R	NA
N02BA02	aloxiprin	421012002	Aloxiprin (substance)	3	g	O	NA
N02BA03	choline salicylate	65302009	Choline salicylate (substance)	3	g	O	NA
N02BA04	sodium salicylate	387411000	Sodium salicylate (substance)	3	g	O	NA
N02BA05	salicylamide	22192002	Salicylamide (substance)	3	g	O	NA
N02BA06	salsalate	387072007	Salsalate (substance)	3	g	O	NA
N02BA07	ethenzamide	712687008	Ethenzamide (substance)	3	g	O	NA
N02BA10	benorilate	391819000	Benorilate (substance)	3	g	O	NA
N02BA11	diflunisal	387116004	Diflunisal (substance)	0.75	g	O	NA
N02BA15	carbasalate calcium	111122008	Calcium carbaspirin (substance)	3.6	g	O	NA
N02BB01	phenazone	55486005	Phenazone (substance)	3	g	O	NA
N02BB02	metamizole sodium	22165008	Metamizole sodium (substance)	3	g	O	NA
N02BB02	metamizole sodium	22165008	Metamizole sodium (substance)	3	g	P	NA
N02BB02	metamizole sodium	22165008	Metamizole sodium (substance)	3	g	R	NA
N02BB03	aminophenazone	65458000	Aminophenazone (substance)	0.5	g	R	NA
N02BB04	propyphenazone	699188007	Propyphenazone (substance)	3	g	R	NA
N02BE01	paracetamol	387517004	Paracetamol (substance)	3	g	O	NA
N02BE01	paracetamol	387517004	Paracetamol (substance)	3	g	P	NA
N02BE01	paracetamol	387517004	Paracetamol (substance)	3	g	R	NA
N02BE03	phenacetin	83267007	Phenacetin (substance)	1.8	g	O	NA
N02BE05	propacetamol	1285524005	Propacetamol (substance)	6	g	P	NA
N02BG08	ziconotide	416512006	Ziconotide (substance)	12	mcg	P	NA
N02CA01	dihydroergotamine	387267005	Dihydroergotamine (substance)	1	mg	N	NA
N02CA01	dihydroergotamine	387267005	Dihydroergotamine (substance)	4	mg	O	NA
N02CA01	dihydroergotamine	387267005	Dihydroergotamine (substance)	4	mg	P	NA
N02CA02	ergotamine	395975005	Ergotamine (substance)	4	mg	Inhal.aerosol	NA
N02CA02	ergotamine	395975005	Ergotamine (substance)	4	mg	O	NA
N02CA02	ergotamine	395975005	Ergotamine (substance)	4	mg	P	NA
N02CA02	ergotamine	395975005	Ergotamine (substance)	4	mg	R	NA
N02CA02	ergotamine	395975005	Ergotamine (substance)	4	mg	SL	NA
N02CA04	methysergide	387044000	Methysergide (substance)	4	mg	O	NA
N02CC01	sumatriptan	395892000	Sumatriptan (substance)	20	mg	N	NA
N02CC01	sumatriptan	395892000	Sumatriptan (substance)	50	mg	O	NA
N02CC01	sumatriptan	395892000	Sumatriptan (substance)	6	mg	P	NA
N02CC01	sumatriptan	395892000	Sumatriptan (substance)	25	mg	R	NA
N02CC02	naratriptan	363571003	Naratriptan (substance)	2.5	mg	O	NA
N02CC03	zolmitriptan	363582006	Zolmitriptan (substance)	2.5	mg	N	NA
N02CC03	zolmitriptan	363582006	Zolmitriptan (substance)	2.5	mg	O	NA
N02CC04	rizatriptan	363573000	Rizatriptan (substance)	10	mg	O	NA
N02CC05	almotriptan	363569003	Almotriptan (substance)	12.5	mg	O	NA
N02CC06	eletriptan	410843003	Eletriptan (substance)	40	mg	O	NA
N02CC07	frovatriptan	411990007	Frovatriptan (substance)	2.5	mg	O	NA
N02CD01	erenumab	771590007	Erenumab (substance)	2.5	mg	P	NA
N02CD02	galcanezumab	782371005	Galcanezumab (substance)	4	mg	P	NA
N02CD03	fremanezumab	781125008	Fremanezumab (substance)	7.5	mg	P	NA
N02CX01	pizotifen	395834002	Pizotifen (substance)	1.5	mg	O	NA
N02CX02	clonidine	372805007	Clonidine (substance)	0.1	mg	O	NA
N03AA01	methylphenobarbital	387252006	Methylphenobarbital (substance)	0.5	g	O	NA
N03AA02	phenobarbital	373505007	Phenobarbital (substance)	0.1	g	O	NA
N03AA02	phenobarbital	373505007	Phenobarbital (substance)	0.1	g	P	NA
N03AA03	primidone	387256009	Primidone (substance)	1.25	g	O	NA
N03AA30	metharbital	30676006	Metharbital (substance)	0.2	g	O	NA
N03AB01	ethotoin	64463006	Ethotoin (substance)	2.5	g	O	NA
N03AB02	phenytoin	387220006	Phenytoin (substance)	0.3	g	O	NA
N03AB02	phenytoin	387220006	Phenytoin (substance)	0.3	g	P	NA
N03AB04	mephenytoin	28344001	Mephenytoin (substance)	0.4	g	O	NA
N03AB05	fosphenytoin	372484000	Fosphenytoin (substance)	0.45	g	P	NA
N03AC01	paramethadione	61357000	Paramethadione (substance)	0.9	g	O	NA
N03AC02	trimethadione	70732003	Trimethadione (substance)	1.5	g	O	NA
N03AD01	ethosuximide	387244008	Ethosuximide (substance)	1.25	g	O	NA
N03AD02	phensuximide	61904007	Phensuximide (substance)	2	g	O	NA
N03AD03	mesuximide	58325006	Mesuximide (substance)	0.9	g	O	NA
N03AE01	clonazepam	387383007	Clonazepam (substance)	8	mg	O	NA
N03AE01	clonazepam	387383007	Clonazepam (substance)	8	mg	P	NA
N03AF01	carbamazepine	387222003	Carbamazepine (substance)	1	g	O	NA
N03AF01	carbamazepine	387222003	Carbamazepine (substance)	1	g	R	NA
N03AF02	oxcarbazepine	387025007	Oxcarbazepine (substance)	1	g	O	NA
N03AF03	rufinamide	429835003	Rufinamide (substance)	1.4	g	O	NA
N03AF04	eslicarbazepine	697998007	Eslicarbazepine (substance)	0.8	g	O	NA
N03AG01	valproic acid	387080000	Valproic acid (substance)	1.5	g	O	NA
N03AG01	valproic acid	387080000	Valproic acid (substance)	1.5	g	P	NA
N03AG01	valproic acid	387080000	Valproic acid (substance)	1.5	g	R	NA
N03AG02	valpromide	698808002	Valpromide (substance)	1.5	g	O	NA
N03AG04	vigabatrin	310283001	Vigabatrin (substance)	2	g	O	NA
N03AG06	tiagabine	372485004	Tiagabine (substance)	30	mg	O	NA
N03AX03	sultiame	50580004	Sulthiamine (substance)	0.4	g	O	NA
N03AX07	phenacemide	18712002	Phenacemide (substance)	1.5	g	O	NA
N03AX09	lamotrigine	387562000	Lamotrigine (substance)	0.3	g	O	NA
N03AX10	felbamate	96194006	Felbamate (substance)	2.4	g	O	NA
N03AX11	topiramate	386844006	Topiramate (substance)	0.3	g	O	NA
N03AX12	gabapentin	386845007	Gabapentin (substance)	1.8	g	O	NA
N03AX14	levetiracetam	387000003	Levetiracetam (substance)	1.5	g	O	NA
N03AX14	levetiracetam	387000003	Levetiracetam (substance)	1.5	g	P	NA
N03AX15	zonisamide	125693002	Zonisamide (substance)	0.2	g	O	NA
N03AX16	pregabalin	415160008	Pregabalin (substance)	0.3	g	O	NA
